Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification
i8,2023,Asia,Silver,Electric,Manual,1.8,163791,99687,Low
X5,2018,South America,Grey,Diesel,Manual,2.5,40315,116105,High
X6,2014,Europe,Grey,Petrol,Manual,3.8,167956,100344,Low
5 Series,2021,South America,Blue,Diesel,Automatic,2.1,50759,64235,High
3 Series,2020,Africa,White,Petrol,Manual,4.4,96877,118342,Low
i8,2014,Middle East,Blue,Petrol,Automatic,4.1,129676,114460,High
7 Series,2021,South America,Black,Petrol,Manual,3.5,97023,72772,Low
X3,2019,Middle East,White,Petrol,Manual,1.9,153475,36578,Low
X3,2013,Africa,Blue,Hybrid,Manual,5.0,105534,111571,Low
i8,2011,Asia,Blue,Hybrid,Automatic,3.2,157406,37105,High
i8,2014,Asia,Red,Diesel,Manual,3.1,33084,34305,Low
X3,2011,Europe,Blue,Diesel,Manual,5.0,165731,111649,High
i8,2021,North America,Grey,Hybrid,Manual,4.5,8848,100400,High
X6,2016,South America,Black,Petrol,Automatic,3.1,198533,55939,Low
X6,2020,Middle East,Red,Electric,Automatic,3.0,76970,34310,High
3 Series,2018,South America,White,Electric,Manual,1.8,125378,35285,Low
M5,2018,South America,Blue,Hybrid,Manual,4.7,23617,108961,Low
5 Series,2020,Africa,White,Electric,Manual,4.5,124492,68054,High
X3,2015,North America,Black,Diesel,Manual,2.6,183866,73291,High
i8,2010,Middle East,Black,Diesel,Manual,4.1,121081,88780,Low
M3,2022,Africa,Grey,Petrol,Manual,4.2,92375,76496,Low
i3,2015,Asia,Black,Hybrid,Manual,2.3,53846,69664,Low
X6,2014,North America,Blue,Petrol,Automatic,3.6,184358,62324,High
X1,2013,South America,White,Petrol,Automatic,2.4,196193,57169,Low
X6,2021,North America,Grey,Hybrid,Automatic,4.3,171612,39095,Low
i8,2015,Asia,Black,Petrol,Manual,2.0,79860,69661,High
i8,2015,North America,Grey,Hybrid,Automatic,3.8,12448,42322,Low
7 Series,2023,Europe,Grey,Electric,Automatic,2.6,25137,86722,High
X6,2015,Africa,Black,Hybrid,Manual,1.6,82064,69481,High
X6,2011,Middle East,Blue,Petrol,Automatic,1.9,89253,87015,High
i8,2024,North America,Silver,Petrol,Automatic,3.8,136956,54266,High
i8,2023,Europe,White,Petrol,Automatic,2.3,186552,76908,High
3 Series,2016,North America,Silver,Diesel,Automatic,3.7,47510,77773,Low
X3,2023,Africa,White,Diesel,Manual,3.0,84530,85152,High
3 Series,2013,South America,Silver,Diesel,Manual,3.9,132169,76144,High
X3,2022,North America,Black,Petrol,Manual,3.2,110209,79066,High
X3,2024,Europe,Red,Electric,Automatic,2.6,142567,101798,High
i3,2021,Europe,Blue,Electric,Automatic,2.0,181156,56064,High
5 Series,2018,Africa,Silver,Diesel,Manual,2.7,156054,42534,High
i3,2019,Africa,Grey,Hybrid,Manual,3.7,99843,101945,Low
M3,2011,South America,Grey,Petrol,Manual,4.1,156003,84859,Low
X5,2014,North America,Silver,Hybrid,Automatic,2.1,48735,69614,High
X6,2023,Africa,Silver,Petrol,Manual,3.8,97164,43629,High
3 Series,2013,Africa,Silver,Hybrid,Automatic,2.1,29348,64787,Low
X1,2018,South America,Blue,Electric,Manual,2.3,169300,96269,Low
X5,2013,Middle East,Blue,Petrol,Manual,3.4,109542,79351,Low
X6,2017,Asia,Blue,Petrol,Automatic,2.5,93389,43472,Low
X5,2017,Africa,Blue,Petrol,Manual,3.8,4395,105705,High
X6,2015,North America,White,Petrol,Automatic,4.8,136197,99944,Low
7 Series,2015,Asia,Grey,Electric,Manual,2.0,199702,61800,Low
X3,2020,Europe,Red,Diesel,Manual,3.5,61350,69317,Low
X6,2017,Middle East,Grey,Petrol,Manual,4.7,24440,105535,High
X5,2021,Europe,White,Electric,Automatic,2.1,128481,93561,High
7 Series,2022,South America,White,Electric,Manual,2.8,138622,71496,High
i3,2021,Middle East,Silver,Electric,Automatic,1.9,73900,89148,Low
M5,2019,Europe,Grey,Hybrid,Automatic,3.7,27709,81368,High
7 Series,2018,Middle East,Grey,Petrol,Manual,3.8,132894,78561,Low
5 Series,2024,South America,Black,Petrol,Automatic,3.8,159039,80994,Low
7 Series,2014,Africa,Grey,Petrol,Automatic,3.4,139282,73971,Low
X3,2020,Europe,Silver,Diesel,Manual,4.1,62670,67992,Low
X5,2010,Europe,Grey,Hybrid,Manual,1.6,173050,109603,Low
M5,2010,Asia,Blue,Diesel,Automatic,4.9,189013,40581,High
M5,2024,Middle East,White,Diesel,Automatic,2.3,117499,118781,High
7 Series,2011,Europe,Silver,Petrol,Manual,1.9,177648,40560,Low
7 Series,2019,Middle East,Grey,Electric,Automatic,4.8,185517,114515,Low
M5,2019,Europe,Grey,Hybrid,Manual,4.4,17412,59079,Low
X1,2014,North America,Grey,Diesel,Manual,4.2,183829,52034,High
7 Series,2013,North America,White,Electric,Manual,1.9,15734,41527,Low
X5,2010,Asia,Black,Electric,Automatic,4.3,185888,111409,High
X1,2013,Europe,Grey,Petrol,Automatic,3.6,192178,108877,High
3 Series,2013,South America,White,Electric,Automatic,4.1,190632,114765,Low
3 Series,2019,Middle East,Silver,Diesel,Automatic,4.9,94580,41563,High
7 Series,2013,Europe,Black,Electric,Automatic,2.2,81105,38640,High
i3,2010,Asia,Silver,Petrol,Automatic,3.3,102109,97749,Low
i3,2018,Middle East,Silver,Electric,Manual,4.1,142306,88487,Low
X3,2023,North America,Blue,Electric,Manual,3.0,84437,114259,Low
M3,2012,South America,Silver,Electric,Automatic,1.7,46395,42936,High
X1,2022,Africa,Black,Diesel,Manual,1.9,42527,80800,High
7 Series,2013,Europe,Red,Diesel,Manual,3.6,199314,114630,High
i3,2014,Middle East,Blue,Diesel,Manual,2.5,78828,59494,Low
M3,2022,North America,Black,Diesel,Automatic,2.0,176096,82621,Low
M3,2022,Europe,Blue,Electric,Manual,2.7,100476,49065,Low
5 Series,2016,Asia,Red,Petrol,Manual,2.2,199210,93724,Low
M5,2015,Africa,Red,Electric,Automatic,1.6,119686,45244,Low
i8,2014,Africa,Red,Diesel,Automatic,2.0,161210,78614,Low
M5,2017,Asia,Black,Electric,Manual,4.6,132490,74234,High
i8,2023,Middle East,Blue,Electric,Manual,1.5,181455,87995,Low
5 Series,2010,Africa,Silver,Petrol,Automatic,4.2,71156,37245,High
7 Series,2016,Africa,Silver,Electric,Manual,4.1,189680,79867,Low
3 Series,2021,Middle East,Red,Diesel,Manual,3.5,166366,41325,Low
i3,2015,Asia,Grey,Diesel,Automatic,2.2,36177,113878,Low
5 Series,2020,North America,White,Petrol,Automatic,4.6,81115,41016,High
X5,2014,Africa,Blue,Diesel,Automatic,3.2,88361,115167,High
X6,2016,Africa,Red,Hybrid,Manual,2.1,118810,82770,High
X3,2012,South America,Grey,Diesel,Manual,3.0,30083,115274,Low
X3,2010,Europe,Black,Petrol,Manual,2.2,12403,47377,Low
M5,2018,Asia,White,Diesel,Manual,2.8,164289,111340,Low
5 Series,2011,Asia,Red,Petrol,Automatic,3.2,162077,100499,Low
X1,2022,Asia,Red,Petrol,Automatic,2.8,196337,53085,High
i8,2019,Africa,Blue,Hybrid,Manual,3.8,195274,105498,Low
X6,2024,Africa,White,Petrol,Manual,4.8,17568,115518,Low
X5,2012,Middle East,Black,Diesel,Manual,2.7,66100,71876,Low
X5,2017,Europe,Blue,Hybrid,Automatic,2.7,63636,113682,Low
5 Series,2021,Europe,Black,Petrol,Manual,4.1,8996,89627,Low
i8,2019,North America,White,Petrol,Manual,3.4,85851,118332,High
X6,2018,South America,Grey,Diesel,Automatic,3.0,190277,35310,Low
X5,2022,North America,Red,Electric,Manual,4.3,13866,77345,Low
5 Series,2012,North America,Black,Diesel,Manual,4.6,104404,55833,Low
X1,2015,Asia,Red,Electric,Manual,3.6,103917,101829,Low
i8,2016,Europe,Grey,Hybrid,Manual,2.1,84953,80319,Low
M3,2024,Europe,White,Petrol,Automatic,3.1,135141,66022,Low
5 Series,2010,Europe,Silver,Diesel,Automatic,3.3,60230,105867,Low
M3,2023,Middle East,Grey,Electric,Manual,3.0,16056,32261,High
5 Series,2016,Europe,Grey,Hybrid,Manual,2.4,71529,119981,High
3 Series,2013,Asia,Red,Petrol,Automatic,3.2,132474,109436,Low
M5,2014,Europe,Grey,Diesel,Automatic,3.1,10779,117269,Low
X1,2017,Africa,Grey,Hybrid,Automatic,2.2,186596,32769,Low
M3,2013,Africa,White,Diesel,Automatic,4.7,12729,75736,Low
X1,2024,Middle East,Silver,Hybrid,Manual,4.6,102188,116556,High
X6,2013,Asia,Black,Hybrid,Manual,4.2,123299,103612,Low
7 Series,2017,Middle East,Silver,Diesel,Automatic,2.9,182441,112423,Low
X1,2024,North America,Blue,Petrol,Automatic,2.8,146373,34351,High
7 Series,2014,Africa,White,Diesel,Automatic,4.0,53694,53148,High
7 Series,2022,Middle East,Red,Petrol,Automatic,3.6,25463,101912,Low
M3,2015,Europe,Black,Hybrid,Automatic,3.6,195278,96814,High
M5,2021,Europe,Silver,Petrol,Automatic,1.9,165978,30392,Low
M5,2020,South America,White,Hybrid,Automatic,3.7,44690,112557,Low
X5,2023,Europe,Red,Electric,Manual,4.7,75009,59878,High
7 Series,2014,Asia,Red,Petrol,Manual,1.8,156807,31459,Low
X5,2010,North America,White,Hybrid,Manual,2.7,160165,45567,High
7 Series,2016,Europe,Black,Diesel,Manual,3.3,129290,87262,Low
X1,2015,Asia,Silver,Petrol,Manual,3.9,129063,77442,Low
X6,2011,Europe,Silver,Diesel,Manual,1.8,191796,58630,Low
M3,2020,Middle East,Grey,Hybrid,Automatic,4.6,27284,116978,High
3 Series,2016,South America,Grey,Petrol,Manual,1.6,614,70395,Low
X6,2015,Europe,Blue,Hybrid,Automatic,4.5,140789,110775,Low
3 Series,2014,North America,Red,Diesel,Automatic,1.6,154642,101081,Low
M3,2017,South America,Silver,Hybrid,Automatic,2.0,195213,96344,Low
3 Series,2014,North America,Silver,Petrol,Manual,4.3,36735,59216,Low
M3,2020,Africa,Blue,Diesel,Automatic,4.5,19187,68435,Low
7 Series,2011,North America,Silver,Electric,Manual,4.9,62449,55968,Low
7 Series,2015,North America,Blue,Electric,Manual,1.9,71047,56028,Low
7 Series,2023,Middle East,Grey,Petrol,Automatic,3.3,19973,61112,Low
X6,2021,Europe,Grey,Electric,Automatic,1.8,193183,63554,Low
3 Series,2010,Europe,Silver,Electric,Manual,2.0,14166,96136,Low
3 Series,2014,Africa,Black,Electric,Automatic,2.1,94630,117890,Low
i8,2023,Europe,Red,Electric,Automatic,1.7,34611,90965,High
i3,2015,Africa,Grey,Electric,Automatic,4.6,19001,94585,Low
X6,2024,Middle East,Silver,Electric,Manual,1.9,120190,49621,Low
X3,2016,Asia,White,Electric,Automatic,3.7,139331,88952,Low
X6,2023,Asia,Blue,Petrol,Automatic,3.7,149308,103575,Low
5 Series,2011,Middle East,Grey,Diesel,Automatic,2.2,84161,85284,Low
M5,2010,Europe,Red,Petrol,Manual,5.0,113869,104811,Low
X5,2015,South America,Black,Hybrid,Automatic,2.7,28221,97456,Low
M5,2012,South America,Black,Electric,Automatic,4.7,194503,87603,Low
5 Series,2014,Middle East,Black,Electric,Manual,4.8,26163,44834,Low
i3,2021,South America,Black,Hybrid,Manual,4.8,135730,46300,High
X5,2024,Africa,Black,Electric,Manual,4.1,132560,47233,High
X1,2020,Asia,White,Diesel,Automatic,2.4,116844,41753,Low
i8,2022,Asia,Blue,Electric,Manual,1.9,161226,38525,High
X5,2024,Europe,Grey,Petrol,Automatic,3.5,77017,47530,Low
X1,2011,North America,Blue,Hybrid,Manual,2.8,40299,108995,Low
X5,2024,Middle East,Silver,Electric,Manual,4.4,62760,47199,Low
X3,2010,Asia,Black,Hybrid,Automatic,4.1,167049,116447,High
X3,2010,Europe,Blue,Diesel,Manual,2.5,97301,67070,Low
M3,2022,North America,Grey,Hybrid,Manual,1.6,35940,94344,Low
M5,2020,North America,Red,Electric,Manual,2.3,26830,110797,High
X1,2013,North America,Red,Diesel,Manual,3.5,33905,95890,Low
i8,2019,North America,Blue,Petrol,Automatic,1.8,198267,58253,High
M3,2022,Asia,Blue,Hybrid,Manual,3.8,170642,92967,Low
M3,2011,Middle East,Grey,Diesel,Automatic,3.9,191707,64118,High
7 Series,2010,Asia,Black,Diesel,Manual,2.1,87386,97419,Low
M5,2015,Asia,Black,Petrol,Manual,3.6,19369,54947,Low
X5,2023,Middle East,Blue,Diesel,Manual,3.6,196258,59221,Low
i8,2013,Middle East,Red,Petrol,Automatic,3.2,82863,35397,High
X6,2019,Asia,Red,Diesel,Manual,4.8,184784,99797,High
X1,2022,Middle East,Grey,Diesel,Manual,1.9,112024,75381,Low
i3,2021,North America,Black,Petrol,Manual,2.9,73987,86523,Low
5 Series,2024,South America,Grey,Petrol,Automatic,4.6,38024,60651,Low
i8,2016,South America,Grey,Electric,Manual,2.9,106644,30479,High
X6,2020,Middle East,White,Hybrid,Automatic,3.0,62180,103479,High
i3,2015,Africa,Silver,Electric,Manual,3.8,140643,62508,High
X6,2014,Europe,Grey,Petrol,Manual,3.8,151875,73133,Low
i8,2019,Middle East,Black,Petrol,Manual,1.6,155126,31520,Low
3 Series,2021,Middle East,Black,Diesel,Manual,3.1,179371,59183,Low
i3,2022,South America,Silver,Petrol,Automatic,2.7,158078,70409,High
i3,2021,Africa,Red,Electric,Automatic,3.7,114098,85472,High
M5,2021,Europe,Silver,Diesel,Automatic,3.4,6477,96229,High
X3,2021,Asia,Silver,Electric,Manual,3.8,64840,41830,Low
M5,2011,Europe,Blue,Hybrid,Manual,3.8,12410,103228,Low
3 Series,2014,North America,Blue,Electric,Manual,2.4,113270,84533,High
X1,2018,South America,Blue,Petrol,Manual,2.4,55370,91589,Low
3 Series,2018,Asia,Grey,Diesel,Automatic,2.8,105684,94335,Low
i8,2011,Middle East,Silver,Petrol,Automatic,2.3,137343,116737,Low
i3,2016,Africa,Blue,Petrol,Automatic,3.9,74022,54189,Low
7 Series,2019,Asia,White,Petrol,Manual,3.6,48956,78016,Low
M5,2023,Africa,Grey,Petrol,Manual,2.3,76298,78112,Low
X1,2013,Africa,Grey,Petrol,Manual,4.6,113873,33557,Low
5 Series,2022,South America,Blue,Electric,Automatic,3.1,69490,36653,Low
M3,2022,North America,Red,Diesel,Manual,1.9,27153,110551,High
7 Series,2012,Africa,Grey,Electric,Automatic,2.2,57,51618,Low
X1,2020,North America,Red,Petrol,Manual,3.4,168086,75095,Low
i8,2010,North America,White,Diesel,Automatic,2.7,51672,118948,Low
M5,2012,Middle East,Grey,Diesel,Manual,4.5,116379,100762,Low
5 Series,2020,Europe,Silver,Electric,Manual,3.2,31982,77738,Low
X5,2018,South America,Blue,Petrol,Automatic,4.7,134586,110144,Low
X6,2023,South America,Grey,Hybrid,Manual,1.9,53274,103231,Low
i3,2024,South America,Blue,Diesel,Automatic,3.8,65222,62976,Low
M5,2018,Asia,Black,Hybrid,Manual,4.6,40041,72197,Low
X6,2016,South America,Blue,Petrol,Manual,2.5,137290,52670,Low
i8,2012,South America,Silver,Petrol,Automatic,2.0,135109,72360,Low
M3,2022,Africa,Grey,Diesel,Manual,3.1,24763,78742,Low
M5,2012,South America,Grey,Petrol,Automatic,4.9,175124,37061,High
X6,2013,Europe,White,Diesel,Manual,3.7,3239,32964,High
X5,2016,Africa,Grey,Diesel,Manual,3.8,199995,111226,Low
5 Series,2016,Europe,Grey,Hybrid,Automatic,3.9,174687,93180,Low
3 Series,2021,Middle East,Red,Diesel,Manual,1.6,72779,52307,High
X5,2021,Middle East,Black,Diesel,Manual,3.1,88842,92180,Low
X5,2023,Europe,Silver,Hybrid,Manual,1.8,135393,84898,Low
X1,2011,South America,Grey,Diesel,Automatic,2.6,14945,63813,Low
3 Series,2021,Asia,Blue,Electric,Automatic,4.4,63742,53133,Low
M5,2024,Africa,Grey,Hybrid,Manual,3.8,45241,53975,Low
X1,2014,North America,White,Electric,Manual,5.0,125346,84125,High
M5,2016,Europe,Grey,Electric,Manual,2.1,58790,80110,Low
X6,2016,Africa,Black,Petrol,Automatic,2.9,125595,65519,High
i8,2015,Middle East,Grey,Electric,Manual,4.3,142443,95820,Low
3 Series,2019,North America,Black,Hybrid,Automatic,2.3,39442,30430,Low
i8,2019,Asia,Silver,Diesel,Automatic,2.0,175537,116443,High
3 Series,2021,Africa,Red,Petrol,Automatic,3.0,17102,60319,Low
X6,2017,Middle East,Red,Electric,Automatic,2.8,31780,38635,High
X3,2012,South America,Black,Petrol,Manual,4.9,127075,72872,High
M3,2024,Africa,Black,Petrol,Manual,3.1,130009,75498,Low
M3,2010,Africa,Silver,Electric,Manual,4.5,18159,84798,Low
X1,2012,North America,Silver,Electric,Manual,4.6,170416,47598,Low
i3,2020,Middle East,Grey,Petrol,Automatic,2.1,30271,63245,Low
X3,2011,Middle East,Black,Hybrid,Automatic,4.0,148712,75560,Low
M3,2011,Europe,Grey,Diesel,Automatic,2.5,178765,88816,High
3 Series,2023,Asia,Red,Petrol,Manual,1.8,46190,87040,High
M3,2023,Europe,White,Hybrid,Manual,4.6,15063,67012,Low
i3,2011,North America,Red,Electric,Automatic,2.5,190776,60968,High
3 Series,2014,Europe,White,Petrol,Automatic,2.7,153914,34699,Low
M3,2022,Middle East,White,Hybrid,Automatic,2.6,72578,112579,High
5 Series,2010,Middle East,White,Petrol,Automatic,2.2,89336,58914,High
X1,2019,North America,Grey,Petrol,Automatic,3.0,2248,89282,Low
M3,2013,Europe,Silver,Petrol,Automatic,3.0,145847,113287,High
X5,2023,Middle East,White,Petrol,Manual,2.9,187414,65082,High
X1,2019,North America,Grey,Diesel,Automatic,4.7,192689,51913,High
X3,2014,Africa,Grey,Petrol,Manual,2.7,102397,67159,Low
M5,2011,South America,Silver,Hybrid,Automatic,1.6,190033,106901,Low
X1,2014,Middle East,Grey,Diesel,Manual,2.1,53533,42302,Low
7 Series,2019,Africa,Red,Diesel,Automatic,4.0,111568,54912,High
X1,2024,Africa,Blue,Diesel,Automatic,3.6,70472,110077,Low
7 Series,2013,Africa,Grey,Hybrid,Manual,4.8,50819,99074,Low
M5,2017,North America,Black,Hybrid,Automatic,3.9,37002,66521,High
i8,2010,South America,Red,Electric,Manual,2.2,29148,116426,Low
M5,2024,South America,Blue,Diesel,Manual,1.9,9694,75023,High
X6,2021,North America,Silver,Hybrid,Manual,3.3,17172,38055,High
X1,2014,North America,Black,Petrol,Manual,3.8,66947,104280,Low
7 Series,2023,Europe,Black,Diesel,Automatic,2.1,88178,32854,High
X1,2023,Europe,Silver,Hybrid,Automatic,3.6,24131,115751,High
3 Series,2020,Africa,Red,Petrol,Manual,4.5,88291,112884,High
M5,2021,Middle East,Blue,Petrol,Manual,4.0,74294,113483,Low
7 Series,2019,Europe,Blue,Petrol,Automatic,3.8,72152,97045,Low
X5,2010,Middle East,Red,Hybrid,Manual,4.3,103982,111034,Low
M5,2019,Europe,Silver,Petrol,Manual,1.9,95579,99493,Low
7 Series,2019,Asia,Blue,Petrol,Automatic,2.2,195065,76822,High
X3,2013,Middle East,Red,Petrol,Manual,1.6,110371,79570,High
7 Series,2017,Europe,Silver,Diesel,Manual,2.0,163221,47868,High
X5,2010,South America,Silver,Electric,Automatic,4.7,143349,36298,Low
X3,2020,Africa,Blue,Diesel,Automatic,2.3,137133,38832,Low
X3,2024,Asia,Blue,Diesel,Manual,3.8,191502,49126,High
i8,2011,Middle East,Black,Electric,Automatic,3.9,130890,62551,Low
M5,2010,Europe,Grey,Electric,Manual,3.8,94740,51750,Low
X6,2020,Asia,Black,Petrol,Manual,3.4,78347,50843,Low
X3,2016,Europe,Red,Petrol,Automatic,3.2,122801,30197,High
X6,2011,North America,White,Petrol,Automatic,3.0,101048,75066,High
3 Series,2010,Africa,White,Hybrid,Manual,4.7,158221,52497,Low
X6,2024,North America,White,Diesel,Automatic,1.5,116354,93142,High
3 Series,2021,North America,Black,Diesel,Manual,1.7,56467,44853,Low
X3,2015,Asia,Grey,Petrol,Automatic,3.2,12069,44563,High
i8,2015,South America,Silver,Hybrid,Automatic,2.7,75894,32671,Low
X1,2019,Africa,Black,Hybrid,Manual,2.9,109154,110194,Low
3 Series,2011,South America,Grey,Petrol,Automatic,5.0,148375,31855,High
5 Series,2024,Africa,Grey,Electric,Automatic,4.2,109080,115127,Low
i3,2010,Africa,Silver,Hybrid,Manual,4.6,39105,108510,Low
5 Series,2023,Middle East,Grey,Petrol,Automatic,2.8,95114,81342,Low
3 Series,2019,North America,Black,Electric,Manual,2.3,188534,56871,Low
7 Series,2012,Middle East,Red,Electric,Manual,4.2,20427,82664,High
5 Series,2019,Middle East,Black,Electric,Manual,4.3,196431,81251,High
X6,2023,Asia,Red,Electric,Manual,3.4,10454,85223,Low
i8,2014,Europe,Red,Hybrid,Automatic,4.6,38716,65872,High
5 Series,2015,North America,White,Petrol,Automatic,4.9,113772,58489,Low
X5,2012,North America,Grey,Petrol,Manual,3.1,20047,71842,Low
M5,2018,South America,Silver,Electric,Manual,2.3,188978,54216,Low
X6,2020,North America,Grey,Hybrid,Manual,3.3,5729,81907,Low
7 Series,2014,Middle East,Silver,Diesel,Automatic,5.0,168925,44476,Low
X1,2022,Africa,White,Electric,Manual,2.5,127491,112073,Low
3 Series,2011,Middle East,Red,Hybrid,Manual,3.7,5674,36434,Low
M5,2019,South America,Black,Electric,Automatic,3.9,22889,64182,Low
i3,2015,Africa,Silver,Diesel,Automatic,2.2,197871,70758,Low
5 Series,2021,Asia,Blue,Petrol,Manual,3.6,90438,94392,Low
M3,2017,Middle East,Grey,Diesel,Automatic,2.6,175636,101141,High
X1,2020,Asia,Grey,Electric,Automatic,4.5,71274,82496,High
5 Series,2015,Europe,Red,Hybrid,Manual,4.0,156583,46178,Low
X5,2013,Middle East,Grey,Electric,Manual,4.4,38753,86552,Low
5 Series,2015,Asia,Silver,Petrol,Automatic,2.2,100967,113254,Low
X3,2017,Asia,Black,Petrol,Manual,1.6,32559,104708,Low
i8,2017,Middle East,Silver,Petrol,Manual,4.5,82404,107791,Low
7 Series,2022,North America,White,Diesel,Manual,2.9,164103,59711,Low
7 Series,2019,North America,Black,Petrol,Manual,2.1,178305,33107,Low
7 Series,2011,Europe,White,Diesel,Manual,1.8,64439,43575,High
X1,2017,Asia,Black,Electric,Automatic,3.3,175251,36356,Low
7 Series,2015,Africa,Black,Electric,Automatic,2.0,131064,99820,Low
5 Series,2011,Middle East,Black,Diesel,Manual,3.5,41346,98678,Low
i8,2010,Europe,Blue,Petrol,Manual,4.0,153402,40644,Low
7 Series,2015,Europe,White,Petrol,Manual,3.4,182381,116916,Low
M3,2022,Asia,Red,Diesel,Automatic,4.7,159117,62388,High
X1,2016,South America,Blue,Hybrid,Manual,2.0,41922,64984,Low
M5,2023,North America,Blue,Electric,Manual,3.2,62652,101579,High
X1,2023,Europe,Silver,Diesel,Automatic,2.1,51611,77162,Low
7 Series,2019,North America,Red,Hybrid,Automatic,4.6,184861,89139,Low
X1,2014,Middle East,Red,Electric,Automatic,4.8,198282,114791,Low
X6,2023,Europe,Silver,Petrol,Automatic,2.9,141902,78979,High
X1,2019,Asia,Red,Petrol,Automatic,2.6,162192,96084,Low
X6,2017,Middle East,Silver,Electric,Automatic,2.5,11118,84627,Low
i3,2020,Africa,Grey,Diesel,Automatic,4.5,168905,82903,High
i8,2022,Middle East,Blue,Diesel,Automatic,3.9,120687,83733,Low
X6,2021,Africa,Silver,Electric,Manual,4.6,140303,105656,Low
M3,2018,Middle East,Red,Petrol,Automatic,1.9,14353,36439,High
3 Series,2013,South America,Black,Diesel,Automatic,3.2,130781,62994,Low
X6,2016,Middle East,Blue,Diesel,Automatic,3.9,10284,105167,High
X5,2017,Asia,White,Hybrid,Manual,4.6,31779,113065,High
X3,2022,Asia,Black,Hybrid,Manual,2.8,133026,75344,Low
i3,2015,Africa,Black,Electric,Manual,2.6,55742,101642,High
i3,2011,Middle East,Silver,Petrol,Manual,4.7,88280,92523,Low
5 Series,2016,South America,White,Diesel,Manual,1.7,168811,109079,Low
X6,2022,North America,White,Electric,Manual,3.2,104112,48784,Low
